PV_1,PV_2,PV_3,PV_4,PV_5,PV_6,PV_7,PV_8,PV_9,PV_10,Slack_10
7.209693488568402,5.204344839776659,2.9000036375051703,5.039182780481934,3.9665754688648125,4.890458590422647,2.320003879230469,4.435879221933836,6.483880384742756,-0.3902664650722059,4.400070061905715
7.163733718283833,5.1719828059211235,2.900003318553546,5.0078525226447015,3.942314898554821,4.858897791457964,2.320003539340378,4.399063520950775,6.407025857131303,-0.021636821594227657,4.400065678709149
7.458398474446141,5.38676524520566,2.9000034309175406,5.210037411926823,4.100866136474226,5.059368148029737,2.3200036670784314,4.584571479023187,6.700206897074189,-0.4336634647520378,4.400111335172681
7.548767959676773,5.454850844276634,2.9000032277745604,5.272519897568311,4.150455976203271,5.120363394482211,2.320003446714559,4.626314585933443,6.729879209693942,0.01841006939722851,4.400128335137687
7.64495429180176,5.524626921041572,2.9000032398199544,5.338413597023917,4.202022906816691,5.185935223230505,2.3200034609488904,4.689539966253088,6.836371816564958,-0.21929256991366206,4.400116063352319
7.641812093655894,5.523156161174123,2.9000034012280698,5.336360640835319,4.2006342776467305,5.183555283403415,2.3200036334931937,4.6819368652397095,6.810900283797697,-0.002594259464735199,4.400118544782565
7.708254877311009,5.571082612566999,2.9000033974338764,5.381826171763715,4.236136015371961,5.228932324293993,2.3200036305281415,4.727541206102158,6.892192387816044,-0.2396460746116799,4.400130615179906
8.040100819307042,5.814671682193358,2.900004460504935,5.609237080690732,4.414776762192177,5.454369703284075,2.320004769154866,4.926637862957718,7.185011711328001,-0.35042129643659436,4.400349441007631
7.953773159608522,5.7508140325494175,2.9000039351562235,5.550078310993705,4.36818160406525,5.395889445422658,2.3200042062136035,4.878367139896551,7.122662778651112,-0.44999136316350147,4.400285156082814
7.676822206557605,5.54711075221369,2.900002999691208,5.36022066947483,4.218907795115842,5.207897589368134,2.320003203988022,4.715043388708475,6.889643127043547,-0.4678316547703598,4.400137626786806
7.354792771865347,5.310655230792003,2.9000034701107853,5.138853840431234,4.0448865296505545,4.989023114439275,2.3200037064010557,4.523409297560683,6.613122494548463,-0.4446158531545359,4.40010144444859
7.425642973639287,5.363173028053751,2.900003455036515,5.187594228970477,4.083345807569973,5.036981816273905,2.3200036920487968,4.561897089269813,6.659494352543055,-0.31020348767276407,4.400098200806229
