PV_1,PV_2,PV_3,PV_4,PV_5,PV_6,PV_7,PV_8,PV_9,PV_10,Slack_10
7.201513285112428,5.198195160525836,2.900002352905716,5.03574549115768,3.9638034677301217,4.8864140099293705,2.3200025094751617,4.435682332282104,6.500190441435504,-0.39026646507242263,4.400037516821643
7.157176102434642,5.166920330985857,2.900003264928354,5.005286296697953,3.9402255694128767,4.855791512375355,2.3200034786903885,4.400007691379294,6.418189478670189,-0.01977681366839347,4.400057216668434
7.449503764965504,5.380070421954392,2.9000021530176876,5.206255824323602,4.097827759563726,5.054935532714903,2.3200022978545416,4.584043577176906,6.71640821510312,-0.43155319701014877,4.400108598348871
7.542431327322013,5.449931807386145,2.9000036015387396,5.270128519953671,4.148502369791592,5.117449965535393,2.320004061152091,4.627605279386281,6.7401040428242665,0.020008515727415334,4.400177407275742
7.637669241631229,5.519025544041413,2.9000028030116245,5.335483133156688,4.1996557013818805,5.182439365558971,2.3200029926879995,4.69020538980017,6.850197090700982,-0.219672034926459,4.400151302790366
7.634824983784672,5.517788437692121,2.9000002381235377,5.334663924278204,4.199200115199391,5.181011022928413,2.3200002537957687,4.683365315056683,6.821526434211338,-0.002022696120364961,4.400007365898202
7.701164428439778,5.565631500159222,2.9000007057760175,5.379658537241159,4.234358141357373,5.226025410051074,2.3200007527728084,4.728734395941734,6.9073195704563,-0.2442527871998371,4.4000230408193834
8.03228318049348,5.808713533680791,2.9000009222225764,5.606629498095491,4.412717443100597,5.451150643825024,2.320000985694521,4.927607861392438,7.201092623302623,-0.3545632028912802,4.400100758795349
7.9448563256090186,5.744005474947843,2.9000011485237196,5.546757113139659,4.365529446015912,5.391875831605068,2.320001189581204,4.878353592074854,7.139294328305854,-0.45041867920506656,4.400062050001217
7.668991286163188,5.54115363885902,2.9000004101202337,5.357600401625052,4.21677089137678,5.204517052060101,2.320000437213972,4.7156174951758905,6.908561107124731,-0.4749846659369835,4.400010102970268
7.345450791079154,5.303591473558248,2.9000036030750453,5.134381725067059,4.041320117097186,4.984000519495449,2.3200038490645256,4.522297033805028,6.628444677954015,-0.43829525203469655,4.40006964230919
7.4174593706128675,5.356929885568152,2.9000037531572525,5.183930124577514,4.0804076838188905,5.032760481810468,2.320003993661131,4.561721354297817,6.673876891908594,-0.3071597597454689,4.400112357221724
