Time,ACE,freq,paux9
0.0,-0.00015349708308470014,59.999999976382796,2.3358381895377534e-08
0.03333333333333333,2.384105323499232,60.00005048976335,-0.0003058784406650972
0.06666666666666667,4.189076357645651,60.000150791383156,-0.0014420911368606681
0.1,2.9522299377955363,60.00025000278477,-0.0035256112408177387
0.13333333333333333,2.1905685656486904,60.000348441539074,-0.006418820037401574
0.16666666666666666,2.205728163478052,60.00044590647374,-0.010040908365649415
0.19999999999999998,2.5131744810194463,60.00054224972435,-0.014301909436786886
0.2333333333333333,2.9030541879897056,60.00063733570609,-0.019110604318850477
0.26666666666666666,3.303664882069432,60.00073106834529,-0.024376128184844248
0.3,3.690929596025057,60.00082338418092,-0.03001086117850882
0.3333333333333333,4.055804264591193,60.00091425307451,-0.035932886625689164
0.36666666666666664,4.394612637740996,60.00100367373347,-0.04206795436938471
0.39999999999999997,4.705821044368707,60.00109167305482,-0.04835100440221396
0.4333333333333333,4.989020698072474,60.00117830046736,-0.05472716650882781
0.4666666666666666,5.244536158022118,60.00126362325038,-0.061152348531079426
0.49999999999999994,5.473280407766721,60.001347722456785,-0.06759323373537462
0.5333333333333333,5.676687694230546,60.00143068748696,-0.07402688578124206
0.5666666666666667,5.856671441808705,60.00151261107775,-0.08043992833037805
0.6,6.015583791839194,60.00159358456693,-0.08682743413563898
0.6333333333333333,6.1561723622022155,60.00167369340328,-0.09319155824818459
0.6666666666666666,6.281533862346604,60.00175301473409,-0.09954004217247459
0.7,6.395055885048172,60.00183161237934,-0.10588468460901446
0.7333333333333333,6.500339450226536,60.001909536810956,-0.11223987733859353
0.7666666666666666,6.601120702910925,60.0019868231099,-0.11862129489106366
0.7999999999999999,6.70118557037756,60.00206349138354,-0.12504481071431428
0.8333333333333333,6.804271835969519,60.002139547242884,-0.1315256914098839
0.8666666666666666,6.913968483270113,60.0022149831677,-0.1380780957801253
0.8999999999999999,7.0336164707227695,60.002289780399664,-0.1447148795144404
0.9333333333333332,7.166214046694673,60.00236391117169,-0.1514476810762222
0.9666666666666666,7.314329510804162,60.002437341321254,-0.15828724161370822
0.9999999999999999,7.480029361423641,60.00251003217757,-0.16524389382910343
1.0,7.745388483247753,60.002583662880745,-0.17233848899089743
1.0333333333333334,8.011425666741708,60.002658178495025,-0.17960005795667477
1.0666666666666669,8.194956666875196,60.002731810373675,-0.18704517574046342
1.1000000000000003,8.414494173711862,60.00280451721479,-0.19468347471494063
1.1333333333333337,8.679274750053539,60.00287625206227,-0.20252829828728558
1.1666666666666672,8.971615094459102,60.002946972491145,-0.21059444419422313
1.2000000000000006,9.282540572403992,60.00301663692875,-0.21889811283486438
1.233333333333334,9.60729656608689,60.0030852042805,-0.22745639184753585
1.2666666666666675,9.94242367897659,60.00315263247608,-0.2362865619534471
1.300000000000001,10.284751072937945,60.00321887734585,-0.24540521553739758
1.3333333333333344,10.631154251499392,60.00328389151419,-0.2548272512630678
